WORDBLOCKNUMBER	WORDTEXT	WORDTYPE	WORDROLE
4792	PDGF	3	0
4792	platelet derived growth factor	4	0
4795	bronchovesicular	0	1
4795	BV	3	1
4796	PA	3	4
4796	prealbumin	0	4
4797	EGD	3	4
4797	esophagogastroduodenoscopy	0	4
4800	AFP	3	0
4800	alpha fetoprotein	4	0
4801	Ile	3	4
4801	isoleucyl	0	4
4802	BBB	3	0
4802	bundle branch block	4	0
4803	CAA	3	4
4803	chloroacetaldehyde	0	4
4804	phospholipase C	4	0
4804	PLC	3	0
4805	KOH	3	0
4805	potassium hydroxide	4	0
4807	RBP	3	0
4807	retinol binding protein	4	0
4808	somatotropin releasing factor	4	0
4808	SRF	3	0
4809	SD	3	0
4809	spontaneous delivery	4	0
4810	SDH	3	0
4810	succinate dehydrogenase	4	0
4811	TDT	3	0
4811	terminal deoxynucleotidyl transferase	4	0
4812	TD	3	0
4812	tone decay	4	0
4813	TDT	3	0
4813	tone decay test	4	0
4814	TAA	3	0
4814	tumor-associated antigen	4	0
4816	left ventricle	4	0
4816	LV	3	0
4817	H1	3	0
4817	histamine 1	4	0
4818	H2	3	0
4818	histamine 2	4	0
4819	dinitrotoluene	0	4
4819	DNT	3	4
4820	macrophage chemotactic factor	4	0
4820	MCF	3	0
4821	transthyretin	0	4
4821	TTR	3	4
4822	Bender gestalt test	4	0
4822	BG	3	0
4824	CAP	3	4
4824	chloroacetophenone	0	4
4824	CN	3	4
4825	dimethylaniline	0	4
4825	DMA	3	4
4830	TCM	3	4
4830	tetrachloromethane	0	4
4834	CPD	3	4
4834	cyclopentadiene	0	4
4835	tetramethylammonium	0	4
4835	TMA	3	4
4837	deoxyuridine	0	4
4837	dU	3	4
4839	Hemel	3	4
4839	hexamethylmelamine	0	4
4839	HMM	3	4
4841	LPC	3	4
4841	lysophosphatidylcholine	0	4
4843	OC	3	4
4843	osteocalcin	0	4
4844	PA	3	4
4844	procainamide	0	4
4845	rd	3	4
4845	reading	0	4
4848	ABU	3	0
4848	asymptomatic bacteriuria	4	0
4850	UA	3	0
4850	uronic acid	4	0
4859	treadmill stress test	4	0
4859	TST	3	0
4861	TST	3	0
4861	tumor skin test	4	0
4862	UD	3	0
4862	ulcerative dermatosis	4	0
4864	UD	3	0
4864	unit dose	4	0
4865	UD	3	0
4865	urethral discharge	4	0
4867	UD	3	0
4867	urinary drainage	4	0
4868	UD	3	0
4868	uroporphyrinogen decarboxylase	4	0
4879	occupational health	4	0
4879	OH	3	0
4880	occupational history	4	0
4880	OH	3	0
4881	OH	3	0
4881	open heart	4	0
4887	inferior oblique	4	0
4887	IO	3	0
4890	measles immunoglobulin	4	0
4890	MIg	3	0
4892	membrane immunoglobulin	4	0
4892	MIg	3	0
4893	N-acetyltransferase	0	4
4893	NAT	3	4
4894	NEF	3	0
4894	nephritic factor	4	0
4895	A2	3	0
4895	aortic second sound	4	0
4897	AAM	3	0
4897	amino acid mixture	4	0
4907	ACC	3	0
4907	articular chondrocalcinosis	4	0
4908	AE	3	0
4908	aeronautical engineer	4	0
4909	AE	3	0
4909	agricultural engineer	4	0
4910	AEP	3	0
4910	auditory evoked potential	4	0
4912	AFP	3	0
4912	alpha-1 fetoprotein	4	0
4913	AG	3	0
4913	atrial gallop	4	0
4917	abnormal glucose tolerance	4	0
4917	AGT	3	0
4918	activity group therapy	4	0
4918	AGT	3	0
4920	polyurethane	0	4
4920	PUR	3	4
4925	AHG	3	0
4925	antihemophilic globulin A	4	0
4927	AHG	3	0
4927	antihuman globulin	4	0
4934	action potential amplitude	4	0
4934	APA	3	0
4937	antipernicious anemia	4	0
4937	APA	3	0
4938	animal protein factor	4	0
4938	APF	3	0
4942	activated partial thromboplastin time	4	0
4942	APTT	3	0
4949	acute tubular necrosis	4	0
4949	ATN	3	0
4950	ATN	3	0
4950	tyrosinase-negative oculocutaneous albinism	4	0
4954	CCA	3	0
4954	congenital contractural arachnodactyly	4	0
4963	cathodal opening clonus	4	0
4963	COC	3	0
4963	COCl	3	0
4964	cathodal opening contraction	4	0
4964	COC	3	0
4965	calcifying odontogenic cyst	4	0
4965	COC	3	0
4968	calcium pyrophosphate deposition	4	0
4968	CPD	3	0
4969	cephalopelvic disproportion	4	0
4969	CPD	3	0
4970	congenital polycystic disease	4	0
4970	CPD	3	0
4971	childhood polycystic disease	4	0
4971	CPD	3	0
4974	DAF	3	0
4974	decay-accelerating factor	4	0
4975	DAF	3	0
4975	delayed auditory feedback	4	0
4982	DES	3	0
4982	disequilibrium syndrome	4	0
4983	DH	3	0
4983	ductal hyperplasia	4	0
4984	DH	3	0
4984	disseminated histoplasmosis	4	0
4987	dibucaine number	4	0
4987	DN	3	0
4989	DOA	3	0
4989	dominant optic atrophy	4	0
4991	deoxycholic	0	1
4991	DOC	3	1
4996	diabetic neuropathy	4	0
4996	DN	3	0
4997	distemper virus	4	0
4997	DV	3	0
5005	early morning specimen	4	0
5005	EMS	3	0
5007	electrical muscle stimulation	4	0
5007	EMS	3	0
5008	emergency medical system	4	0
5008	EMS	3	0
5011	electronystagmograph	0	4
5011	ENG	3	4
5016	emergency room	4	0
5016	ER	3	0
5019	epigastric region	4	0
5019	ER	3	0
5024	ER	3	0
5024	estradiol receptor	4	0
5025	ER	3	0
5025	evoked response	4	0
5026	ER	3	0
5026	expiratory reserve	4	0
5027	ER	3	0
5027	extended release	4	0
5029	ER	3	0
5029	external rotation	4	0
5030	ER	3	0
5030	extraction ratio	4	0
5034	FDP	3	0
5034	fructose diphosphate	4	0
5035	FES	3	0
5035	functional electrical stimulation	4	0
5037	fat embolism syndrome	4	0
5037	FES	3	0
5040	Fp	3	0
5040	freezing point	4	0
5041	GA	3	0
5041	gastric analysis	4	0
5043	GA	3	0
5043	gramicidin A	4	0
5045	GA	3	0
5045	general appearance	4	0
5047	GA	3	1
5047	gut-associated	0	1
5049	GBG	3	0
5049	glycine-rich glycoprotein	4	0
5053	giant interstitial pneumonia	4	0
5053	GIP	3	0
5057	GL	3	0
5057	granular layer	4	0
5068	glucose uptake	4	0
5068	GU	3	0
5072	GalNAc	3	4
5072	N-acetylgalactosamine	0	4
5074	GlcNAc	3	4
5074	N-acetylglucosamine	0	4
5078	HA	3	0
5078	heterophil antibody	4	0
5081	HA	3	0
5081	hospital admission	4	0
5082	HA	3	0
5082	hypersensitivity alveolitis	4	0
5083	HA	3	1
5083	hepatitis-associated	0	1
5085	HAA	3	0
5085	hepatitis-associated antigen	4	0
5087	HAA	3	0
5087	hemolytic anemia antigen	4	0
5093	HGF	3	0
5093	hyperglycemic-glycogenolytic factor	4	0
5100	HSA	3	0
5100	human serum albumin	4	0
5105	HSA	3	0
5105	hypersomnia-sleep apnea	4	0
5108	HuIFN	3	0
5108	human interferon	4	0
5111	IB	3	0
5111	infectious bronchitis	4	0
5115	ICP	3	0
5115	inductively coupled plasma	4	0
5119	IMP	3	0
5119	incomplete male pseudohermaphroditism	4	0
5121	IMV	3	0
5121	intermittent mandatory ventilation	4	0
5123	INA	3	0
5123	inferior nasal artery	4	0
5125	inactivated poliomyelitis vaccine	4	0
5125	IPV	3	0
5127	inactivated polio vaccine	4	0
5127	IPV	3	0
5128	inactivated poliovirus vaccine	4	0
5128	IPV	3	0
5132	intrauterine death	4	0
5132	IUD	3	0
5134	Klebsiella pneumoniae	4	0
5134	KP	3	0
5136	kidney protein	4	0
5136	KP	3	0
5138	LAV	3	0
5138	lymphadenopathy-associated virus	4	0
5139	left femoral artery	4	0
5139	LFA	3	0
5140	left forearm	4	0
5140	LFA	3	0
5143	LIPA	3	0
5143	lysosomal acid lipase A	4	0
5144	lactose malabsorption	4	0
5144	LM	3	0
5145	laryngeal muscle	4	0
5145	LM	3	0
5146	light microscope	4	0
5146	LM	3	0
5148	left main	4	0
5148	LM	3	0
5152	last menstrual period	4	0
5152	LMP	3	0
5154	left subclavian artery	4	0
5154	LSA	3	0
5160	left sacroanterior	4	0
5160	LSA	3	0
5162	left thigh	4	0
5162	LT	3	0
5163	low temperature	4	0
5163	LT	3	0
5167	left ventricular hypertrophy	4	0
5167	LVH	3	0
5170	MC	3	0
5170	Medical Corps	4	0
5175	MCA	3	0
5175	monochloroacetic acid	4	0
5177	MCA	3	0
5177	motorcycle accident	4	0
5179	MCA	3	0
5179	multiple congenital abnormality	4	0
5183	MCF	3	0
5183	monocyte factor	4	0
5185	MCF	3	0
5185	most comfortable frequency	4	0
5191	MED	3	0
5191	minimal effective dose	4	0
5192	MED	3	0
5192	minimal erythema dose	4	0
5199	occipital horn	4	0
5199	OH	3	0
5200	OH	3	0
5200	outpatient hospital	4	0
5201	OH	3	0
5201	on hand	4	0
5205	SAA	3	0
5205	Stokes-Adams attack	4	0
5206	SAA	3	0
5206	serum amyloid-A	4	0
5207	SAIDS	3	0
5207	Simian Acquired Immune Deficiency Syndrome	4	0
5209	WA	3	0
5209	wide awake	4	0
5211	double-stranded ribonucleic acid	4	0
5211	dsRNA	3	0
5214	tissue-type plasminogen activator	4	0
5214	t-PA	3	0
5215	BAL	3	0
5215	bronchoalveolar lavage	4	0
5216	ASD	3	0
5216	atrial septal defect	4	0
5217	BD	3	0
5217	brain damage	4	0
5218	cerebellopontine angle	4	0
5218	CPA	3	0
5219	distal phalanx	4	0
5219	DP	3	0
5220	fasciculus gracilis	4	0
5220	FG	3	0
5221	GF	3	0
5221	glomerular filtration	4	0
5222	glutathione reductase	4	0
5222	GSR	3	0
5223	hair cell	4	0
5223	HC	3	0
5224	lung volume	4	0
5224	LV	3	0
5225	IAA	3	0
5225	indoleacetic acid	4	0
5226	internal os	4	0
5226	IO	3	0
5228	lateral ventricle	4	0
5228	LV	3	0
5229	MDA	3	4
5229	methylenedioxyamphetamine	0	4
5230	MHV	3	0
5230	mouse hepatitis virus	4	0
5231	TCC	3	4
5231	trichlorocarbanilide	0	4
5232	UA	3	0
5232	upper arm	4	0
5233	vocational rehabilitation	4	0
5233	VR	3	0
5234	TR	3	0
5234	transfusion reaction	4	0
5235	paraventricular nucleus	4	0
5235	PVN	3	0
5236	percutaneous transluminal coronary angioplasty	4	0
5236	PTCA	3	0
5238	peripheral neuropathy	4	0
5238	PN	3	0
5238	PNP	3	0
5239	phenylpropanolamine	0	4
5239	PPA	3	4
5240	PCR	3	0
5240	polymerase chain reaction	4	0
5242	PCR	3	0
5242	plasma clearance rate	4	0
5244	aa	3	1
5244	ANA	0	1
5245	dermal-epidermal separation	4	0
5245	DES	3	0
5246	ABG	3	0
5246	arterial blood gas	4	0
5247	PRV	3	0
5247	pseudorabies virus	4	0
5250	AROA	3	0
5250	autosomal recessive ocular albinism	4	0
5254	BI	3	0
5254	biological indicator	4	0
5255	BI	3	0
5255	bone injury	4	0
5257	respiratory movement	4	0
5257	RM	3	0
5258	respiratory rate	4	0
5258	RP	3	0
5259	RC	3	0
5259	rib cage	4	0
5260	RCA	3	0
5260	right coronary artery	4	0
5261	right lung	4	0
5261	RL	3	0
5264	BI	3	0
5264	Billroth I	4	0
5266	B-I	3	0
5266	body injury	4	0
5270	skeletal muscle relaxant	4	0
5270	SMR	3	0
5271	confluent reticulate papillomatosis	4	0
5271	CRP	3	0
5274	cross-reacting protein	4	0
5274	CRP	3	0
5277	data conversion	4	0
5277	DC	3	0
5279	DC	3	0
5279	deep compartment	4	0
5283	DC	3	0
5283	differentiated cell	4	0
5289	DC	3	0
5289	distal colon	4	0
5290	data communication	4	0
5290	DC	3	0
5291	DC	3	0
5291	diagonal conjugate	4	0
5292	DC	3	0
5292	Dental Corps	4	0
5297	ejection murmur	4	0
5297	EM	3	0
5300	EM	3	0
5300	esophageal manometry	4	0
5301	EM	3	0
5301	esophageal motility	4	0
5302	equine rhinopneumonitis	4	0
5302	ERP	3	0
5303	endoscopic retrograde pancreatography	4	0
5303	ERP	3	0
5304	ERP	3	0
5304	estrogen receptor protein	4	0
5307	effective refractory period	4	0
5307	ERP	3	0
5309	fatty ester	4	0
5309	FE	3	0
5311	FE	3	0
5311	fetal erythroblastosis	4	0
5315	gastrointestinal endoscopy	4	0
5315	GE	3	0
5319	HE	3	0
5319	hemagglutinating encephalomyelitis	4	0
5321	HE	3	0
5321	hepatic encephalopathy	4	0
5322	HE	3	0
5322	hereditary elliptocytosis	4	0
5324	HE	3	4
5324	hydroxyethyl	0	4
5327	hemagglutination inhibition antibody	4	0
5327	HIA	3	0
5328	hemagglutination inhibition assay	4	0
5328	HIA	3	0
5329	hemagglutination inhibitory antibody	4	0
5329	HIA	3	0
5336	IE	3	0
5336	intake energy	4	0
5337	IEP	3	0
5337	individual education plan	4	0
5343	IMI	3	0
5343	intramuscular injection	4	0
5345	INO	3	0
5345	internuclear ophthalmoplegia	4	0
5350	immunoradiometric assay	4	0
5350	IRMA	3	0
5351	intraretinal microvascular abnormality	4	0
5351	IRMA	3	0
5352	knee orthosis	4	0
5352	KO	3	0
5358	left internal carotid	4	0
5358	LIC	3	0
5361	left innominate vein	4	0
5361	LIV	3	0
5364	MAE	3	0
5364	Multilingual Aphasia Examination	4	0
5365	macrophage-activating factor	4	0
5365	MAF	3	0
5370	MBP	3	0
5370	mean blood pressure	4	0
5373	MCD	3	0
5373	mean corpuscular diameter	4	0
5374	MCD	3	0
5374	muscle carnitine deficiency	4	0
5377	magnetoencephalograph	0	4
5377	MEG	3	4
5378	magnetoencephalography	0	4
5378	MEG	3	4
5385	MES	3	0
5385	multiple endocrine syndrome	4	0
5386	MESA	3	0
5386	myoepithelial sialadenitis	4	0
5391	metabolic index	4	0
5391	MI	3	0
5393	MI	3	0
5393	morphology index	4	0
5395	MI	3	0
5395	mitral incompetence	4	0
5396	macrophage-inhibiting factor	4	0
5396	MIF	3	0
5397	melanocyte inhibitory factor	4	0
5397	MIF	3	0
5399	MIF	3	0
5399	mullerian-inhibiting factor	4	0
5404	MPD	3	0
5404	multiple personality disorder	4	0
5405	MPD	3	0
5405	myeloproliferative disease	4	0
5406	minimal phototoxic dose	4	0
5406	MPD	3	0
5407	MSL	3	0
5407	multiple symmetric lipomatosis	4	0
5408	maximum urinary concentration	4	0
5408	MUC	3	0
5409	MUC	3	0
5409	mucosal ulcerative colitis	4	0
5412	NAT	3	0
5412	neonatal alloimmune thrombocytopenia	4	0
5423	nonstress test	4	0
5423	NST	3	0
5425	OAP	3	0
5425	ophthalmic artery pressure	4	0
5429	OB	3	0
5429	oligoclonal band	4	0
5434	OCT	3	0
5434	ornithine carbamoyltransferase	4	0
5438	occipital dysplasia	4	0
5438	OD	3	0
5439	OD	3	0
5439	Ollier disease	4	0
5443	OG	3	1
5443	orogastric	0	1
5447	OM	3	0
5447	Osborne-Mendel rat	4	0
5448	OM	3	0
5448	osteopathic manipulation	4	0
5449	OM	3	0
5449	outer membrane	4	0
5453	PA	3	0
5453	panic attack	4	0
5460	PA	3	0
5460	primary aldosteronism	4	0
5462	PA	3	0
5462	prostate antigen	4	0
5468	PA	3	0
5468	pyrrolizidine alkaloid	4	0
5470	PAB	3	4
5470	para-aminobenzoate	0	4
5472	PAB	3	0
5472	premature atrial beat	4	0
5477	pericardial knock	4	0
5477	PK	3	0
5478	pig kidney	4	0
5478	PK	3	0
5483	PMB	3	0
5483	postmenopausal bleeding	4	0
5485	paroxysmal nocturnal hemoglobinuria	4	0
5485	PNH	3	0
5490	pancreatic oncofetal antigen	4	0
5490	POA	3	0
5491	POA	3	0
5491	primary optic atrophy	4	0
5501	postpartum thyroiditis	4	0
5501	PPT	3	0
5502	PRF	3	0
5502	prolactin-releasing factor	4	0
5508	phosphoserine phosphatase	4	0
5508	PSP	3	0
5518	prostatic urethra	4	0
5518	PU	3	0
5523	RA	3	0
5523	rheumatic arthritis	4	0
5526	RA	3	0
5526	right arm	4	0
5526	VR	3	0
5529	RA	3	0
5529	right auricle	4	0
5536	RCU	3	0
5536	respiratory care unit	4	0
5537	RD	3	0
5537	ruptured disc	4	0
5539	RD	3	0
5539	respiratory disease	4	0
5544	ENA	3	0
5544	extractable nuclear antigen	4	0
5545	REA	3	0
5545	renal anastomosis	4	0
5549	RFA	3	0
5549	right femoral artery	4	0
5555	right subclavian artery	4	0
5555	RSA	3	0
5559	RST	3	0
5559	rubrospinal tract	4	0
5563	ReP	3	0
5563	retrograde pyelogram	4	0
5563	RP	3	0
5565	right ventricular hypertrophy	4	0
5565	RVH	3	0
5566	first sacral vertebra	4	0
5566	S1	3	0
5567	first sacral nerve	4	0
5567	S1	3	0
5568	first heart sound	4	0
5568	S1	3	0
5569	S2	3	0
5569	second sacral vertebra	4	0
5570	S2	3	0
5570	second sacral nerve	4	0
5571	S2	3	0
5571	second heart sound	4	0
5572	S3	3	0
5572	third sacral vertebra	4	0
5573	S3	3	0
5573	third sacral nerve	4	0
5574	fourth sacral vertebra	4	0
5574	S4	3	0
5575	fourth sacral nerve	4	0
5575	S4	3	0
5576	fourth heart sound	4	0
5576	S4	3	0
5583	SCr	3	0
5583	serum creatinine	4	0
5585	SD	3	0
5585	skin destruction	4	0
5587	SD	3	0
5587	shoulder disarticulation	4	0
5588	SD	3	0
5588	shoulder dislocation	4	0
5589	SD	3	0
5589	serum defect	4	0
5595	SD	3	0
5595	somatization disorder	4	0
5598	SD	3	0
5598	strength duration	4	0
5602	SEP	3	0
5602	somatosensory evoked potential	4	0
5603	SEP	3	0
5603	surface epithelium	4	0
5604	SEP	3	0
5604	systolic ejection period	4	0
5610	SF	3	0
5610	snack food	4	0
5611	SF	3	0
5611	skin fibroblast	4	0
5612	SF	3	0
5612	skin fluorescence	4	0
5615	salt-free	0	1
5615	SF	3	1
5616	SF	3	1
5616	sugar-free	0	1
5619	SL	3	0
5619	sodium lactate	4	0
5622	SMC	3	0
5622	smooth muscle cell	4	0
5628	SRF	3	0
5628	subretinal fluid	4	0
5630	scalene muscle	4	0
5630	ScM	3	0
5633	SD	3	0
5633	standard deviation	4	0
5637	TBG	3	0
5637	thyroid-binding globulin	4	0
5638	TBG	3	0
5638	thyroxin-binding globulin	4	0
5645	TENS	3	0
5645	transcutaneous electrical nerve stimulation	4	0
5646	TENS	3	0
5646	transcutaneous electrical nerve stimulator	4	0
5648	TGF	3	0
5648	tumor growth factor	4	0
5651	T-cell growth factor	4	0
5651	TCGF	3	0
5651	TGF	3	0
5655	TMI	3	0
5655	transmural myocardial infarction	4	0
5658	T-cell replacing factor	4	0
5658	TRF	3	0
5661	VA	3	0
5661	viral antigen	4	0
5662	VA	3	0
5662	ventricular arrhythmia	4	0
5663	VA	3	0
5663	visual aid	4	0
5666	VA	3	1
5666	ventriculoatrial	0	1
5669	VD	3	0
5669	venous dilatation	4	0
5670	valve replacement	4	0
5670	VR	3	0
5673	venous return	4	0
5673	VR	3	0
5674	ventilation rate	4	0
5674	VR	3	0
5675	ventilation ratio	4	0
5675	VR	3	0
5677	venous reflux	4	0
5677	VR	3	0
5679	vocal resonance	4	0
5679	VR	3	0
5692	CN	3	0
5692	congenital nystagmus	4	0
5693	TP	3	0
5693	transverse process	4	0
5694	AHF	3	0
5694	Argentinian hemorrhagic fever	4	0
5695	ACM	3	0
5695	Arnold-Chiari malformation	4	0
5696	asphyxiating thoracic dystrophy	4	0
5696	ATD	3	0
5697	MHV	3	0
5697	middle hepatic vein	4	0
5698	benign lymphoepithelial lesion	4	0
5698	BLEL	3	0
5699	MEP	3	0
5699	motor end plate	4	0
5700	SPL	3	0
5700	superior parietal lobule	4	0
5701	cefotaxime	0	4
5701	CTX	3	4
5702	Congo red	4	0
5702	CoR	3	0
5703	basophilic degeneration	4	0
5703	BD	3	0
5707	lemniscus medialis	4	0
5707	LM	3	0
5708	TAD	3	0
5708	transient acantholytic dermatosis	4	0
5709	OA	3	0
5709	ocular albinism	4	0
5710	EPP	3	0
5710	erythropoietic protoporphyria	4	0
5711	HC	3	0
5711	hereditary coproporphyria	4	0
5712	idiopathic thrombocytopenic purpura	4	0
5712	itp	3	0
5713	RTS	3	0
5713	Rubinstein-Taybi syndrome	4	0
5714	KF	3	0
5714	Klippel-Feil syndrome	4	0
5715	costophrenic angle	4	0
5715	CPA	3	0
5716	BG	3	0
5716	Birbeck granule	4	0
5717	ACCl	3	0
5717	anodal closure clonus	4	0
5718	anodal opening clonus	4	0
5718	AOCl	3	0
5719	cathodal closure clonus	4	0
5719	CCCl	3	0
5720	MTM	3	0
5720	myotubular myopathy	4	0
5722	inspiratory reserve volume	4	0
5722	IRV	3	0
5723	peak expiratory flow rate	4	0
5723	PEFR	3	0
5724	CBS	3	0
5724	chronic brain syndrome	4	0
5725	GFAP	3	0
5725	glial fibrillary acidic protein	4	0
5726	SDH	3	0
5726	sorbitol dehydrogenase	4	0
5727	G6PD	3	0
5727	glucose-6-phosphate dehydrogenase	4	0
5728	LCAT	3	0
5728	lecithin-cholesterol acyltransferase	4	0
5729	PNP	3	0
5729	purine nucleoside phosphorylase	4	0
5730	OPRT	3	0
5730	orotate phosphoribosyltransferase	4	0
5732	follicle stimulating hormone releasing factor	4	0
5732	FRF	3	0
5732	FSH-RF	3	0
5733	thyrotropin releasing factor	4	0
5733	TRF	3	0
5734	HMG	3	0
5734	human menopausal gonadotropin	4	0
5735	hPL	3	0
5735	human placental lactogen	4	0
5736	generalized Shwartzman reaction	4	0
5736	GSR	3	0
5737	CFA	3	0
5737	complement-fixing antibody	4	0
5738	skin reactive factor	4	0
5738	SRF	3	0
5739	OAF	3	0
5739	osteoclast activating factor	4	0
5741	B cell growth factor	4	0
5741	BCGF	3	0
5744	SPF	3	0
5744	Stuart-Prower factor	4	0
5745	scu-PA	3	0
5745	single chain urokinase-type plasminogen activator	4	0
5747	CFU-S	3	0
5747	colony-forming unit-spleen	4	0
5748	SCE	3	0
5748	sister chromatid exchange	4	0
5750	EGR	3	0
5750	erythema gyratum repens	4	0
5751	povidone iodine	4	0
5751	PVP-I	3	0
5752	KSCN	3	0
5752	potassium thiocyanate	4	0
5754	GA	3	0
5754	granuloma annulare	4	0
5755	dioctyl sodium sulfosuccinate	4	0
5755	DSS	3	0
5756	FDPase	3	4
5756	fructose-1,6-diphosphatase	0	4
5757	cold pressor test	4	0
5757	CPT	3	0
5758	hepatojugular reflux	4	0
5758	HJR	3	0
5759	PA	3	0
5759	primary amenorrhea	4	0
5760	intrauterine growth retardation	4	0
5760	IUGR	3	0
5761	radial pulse	4	0
5761	RP	3	0
5762	solar urticaria	4	0
5762	SU	3	0
5763	light reflex	4	0
5763	LR	3	0
5764	EMIT	3	0
5764	Enzyme-Multiplied Immunoassay Technique	4	0
5765	Minnesota Multiphasic Personality Inventory	4	0
5765	MMPI	3	0
5766	insulin shock therapy	4	0
5766	IST	3	0
5767	Langerhans' cell	4	0
5767	LC	3	0
5768	DEJ	3	0
5768	dermoepidermal junction	4	0
5769	SCM	3	0
5769	steatocystoma multiplex	4	0
5770	DC	3	0
5770	duodenal cap	4	0
5771	DC	3	0
5771	dyskeratosis congenita	4	0
5772	SSM	3	0
5772	superficial spreading melanoma	4	0
5773	AHF	3	0
5773	antihemophilic globulin F	4	0
5775	AHG	3	0
5775	antihemophilic globulin	4	0
5778	HC	3	0
5778	hyaline cast	4	0
5780	massa intermedia	4	0
5780	MI	3	0
5781	veno-occlusive disease	4	0
5781	VOD	3	0
5782	MA	3	0
5782	metatarsus adductus	4	0
5783	rapidly progressive periodontitis	4	0
5783	RPP	3	0
5784	portal-systemic encephalopathy	4	0
5784	PSE	3	0
5785	calcium pyrophosphate deposition disease	4	0
5785	CPDD	3	0
5787	TG	3	0
5787	TGE	3	0
5787	transmissible gastroenteritis	4	0
5788	acute necrotizing ulcerative gingivitis	4	0
5788	ANUG	3	0
5789	cerebrotendinous xanthomatosis	4	0
5789	CTX	3	0
5790	EBS	3	0
5790	epidermolysis bullosa simplex	4	0
5792	borderline personality disorder	4	0
5792	BPD	3	0
5793	BMJ	3	0
5793	breast milk jaundice	4	0
5794	HH	3	0
5794	hypogonadotropic hypogonadism	4	0
5798	neurokinin A	4	0
5798	NKA	3	0
5801	PBGF-B	3	0
5801	PDGFB	3	0
5801	platelet-derived growth factor B	4	0
5803	photoplethysmography	0	4
5803	PPG	3	4
5805	neutral red	4	0
5805	NR	3	0
5808	adrenoleukodystrophy	0	4
5808	ALD	3	4
5812	CSP	3	4
5812	cyclosporine	0	4
5813	phenylketonuria	0	4
5813	PKU	3	4
5818	TG	3	4
5818	thioglycolate	0	4
5830	PGPase	3	4
5830	phosphatidylglycerophosphatase	0	4
5834	short rib polydactyly	4	0
5834	SRP	3	0
5840	tetrahydrofuran	0	4
5840	THF	3	4
5850	dimethylpropiothetin	0	4
5850	DMPT	3	4
5858	MEGX	3	4
5858	monoethylglycinexylidide	0	4
5868	DHBS	3	0
5868	dihydrobiopterin synthetase	4	0
5884	dimethyl ether	4	0
5884	DME	3	0
5885	diphasic meningoencephalitis	4	0
5885	DME	3	0
5897	IMAB	3	0
5897	internal mammary artery bypass	4	0
5899	LPAM	3	0
5899	L-phenylalanine mustard	4	0
5906	HDAg	3	0
5906	hepatitis D antigen	4	0
5950	HPMA	3	0
5950	hydroxypropyl methacrylate	4	0
5980	IgB	3	0
5980	immunoglobulin B	4	0
5986	inosine triphosphatase	4	0
5986	ITPase	3	0
6001	LPBN	3	4
6001	L-pyrrolidonyl-beta-naphthylamide	0	4
6047	magnesium protoporphyrin	4	0
6047	MgProto	3	0
6048	melanoma growth stimulatory activity	4	0
6048	MGSA	3	0
6054	meta-iodobenzylguanidine	0	4
6054	MIBG	3	4
6106	mouse urinary protein	4	0
6106	MUP	3	0
6161	NEUDP	3	0
6161	neutrophil-derived protein	4	0
6211	NTPase	3	4
6211	nucleoside-triphosphatase	0	4
6225	ONCB	3	4
6225	o-nitrochlorobenzene	0	4
6234	OXYHBA	3	0
6234	oxyhemoglobin A	4	0
6235	OXYHBS	3	0
6235	oxyhemoglobin S	4	0
6247	PAMUT	3	0
6247	Pasteurella multocida toxin	4	0
6261	PCNB	3	4
6261	pentachloronitrobenzene	0	4
6280	PGM	3	0
6280	prostaglandin M	4	0
6317	PNCB	3	4
6317	p-nitrochlorobenzene	0	4
6324	erythroid differentiation factor	4	0
